"unique_key","Entity","etr_24m","application_total_12M","application_total_24M","max_amount_approved_12M","PF_TOTAL_OS_12","ALL_PROD_STATWPRT3","UNSEC_TOTAL_LIMIT_12","CC_AVG_MIAGE1_OS_24","PL_MONS_INC_BALANCE_GE1_3M","AF_MONS_INC_BALANCE_GE1_3M","SEC_TOTAL_MIAGE1_OS_24","ALL_MIN_MIAGE1_OS_12","AF_MAX_MIAGE1_OS_6","UNSEC_AVG_MIAGE1_OS_12","AF_AVG_BALANCE_GE1_DEC_24M","PL_AVG_MIAGE1_OS_1","SEC_MIA_GE1_24","MIA1_ALLPROD_STATOK24","MIA1_ALLPROD_STATOK6","MIA1FACILITY_TYPE6","ALL_AVG_BALANCE_ALL_DEC_6M","ALL_AVG_BALANCE_ALL_INC_6M","PERC_MIA_TOTOS_M6TO24","PF_MONS_INC_BALANCE_ALL_6M","CC_PROD_ALLSTAT24","PL_PROD_ALLSTAT3","AF_PROD_ALLSTAT3","SEC_PROD_ALLSTAT24","ALL_PROD_ALLSTAT12","AF_PROD_ALLSTAT6","UNSEC_PROD_ALLSTAT12","AF_PROD_ALLSTAT24","PL_PROD_ALLSTAT1","ALL_PROD_STATOK24","ALL_PROD_ALLSTAT6","enq12ctos"
"30926130958","32570555","","2","2","200209","1399409","","1401463","","","","","","","","","","0","","","","-180.4","","","","","","","","1","","1","","","1","1","3"
"31018070384","32875447","","1","1","40000","","","","","","","","","","","-577.5","","0","","","","-577.5","","","","","","1","1","1","1","","1","","1","1","0"
"380316065159","425717","","","","","","","1140000","","","","","","","","","","0","","","","-17929.5","11605.33333","","","2","","","1","3","","2","","","3","3","2"
"400824085741","156336","","","","","","","276000","","","","","","","","","","0","","","","-2347","1223","","","3","","","","3","","3","","","3","3","2"
"420223085023","3031776","","","","","","","1294800","3067","","","","","","","","","0","1","","","-4432","2784","","","5","","","","4","","4","","","5","4","0"
"430131025225","2977392","","","","","","","120000","","","","","","","","","","0","","","","-260.25","94","","","1","","","","1","","1","","","1","1","0"
"430422105321","475351","","","","","","1","216000","","","","","","","","","","0","","","","","","","","1","","","","1","","1","","","","1","0"
"440123085489","487465","","","","","","","480000","","","","","","","","","","0","","","","-1681","","","","2","","","","2","","2","","","2","2","1"
"440514015250","492277","","","","","-4879","","68691","","","","","","","","","","0","","","","","","","","3","","","","1","","1","","","6","1","0"
"440831045189","497244","","","","","","","10190400","6789","","","","","","","-6981.652174","","0","1","","","-38948","6407.5","","","6","","4","4","10","4","6","4","","10","10","0"
"450125105489","2819949","","2","4","150000","","","2476800","18527.66667","","","","980","","10213.33333","-6151","","0","3","1","CHRGCARD","-34187","103141","0.001676252","","4","","1","4","9","1","5","1","","9","9","2"
"450711085468","439777","","","","","","","506400","","","","","199","","199","","","0","1","","","-377.5","1288","","","1","","","","2","","2","","","2","2","1"
"451010105459","515216","","","","","","","646800","34214","","","","34214","","34214","","","0","1","1","CRDTCARD","-3679","3719","0.006525967","","2","","","2","4","","2","","","4","4","0"
"460207105393","522005","","2","4","","","","1548000","","","","","25","","25","-3297.294118","","0","1","","","-22774","17685.5","","","2","","1","3","5","1","3","2","","6","5","11"
"460824115167","534771","","","","","","","1200000","","","","","","","","","","0","","","","-2672.333333","3274.5","","","1","","","","1","","1","","","1","1","1"
"470304055227","18689183","","","","","","","120000","","","","","","","","-1213.571429","","0","","","","","257.2","","","1","","","1","1","","1","1","","2","1","1"
"470423055051","554417","","","","","","","120000","","","","","","","","","","0","","","","","","","","1","","","","1","","1","","","1","1","0"
"470505085043","3709031","","","","","","","480000","","","","","","","","","","0","","","","-4029.333333","4709","","","1","","","","1","","1","","","1","1","0"
"471123105680","11303782","","","","","","","954000","","","","","","","","-1191.636364","","0","","","","-1093.2","","","","6","","1","1","5","1","4","1","","6","4","2"
"480414715037","585517","","","","","","","1560000","","","","","","","","-1135.769231","","0","","","","-30573","","","","2","","1","3","5","1","2","1","","5","5","1"
"481110105840","2997340","","","","","","","","","","","","","","","","","0","","","","-785.8","","","","","","","1","1","","","","","1","1","0"
"481115715226","164306","","","","","","","4365000","6891.5","","","","28","","28","","","0","3","1","CRDTCARD","-6053","2321.25","0.000339876","","6","","","","6","","6","","","5","6","1"
"490308015124","18965029","","","","","","","150000","","","","","","","","","","0","","","","-521","142.3333333","","","1","","","","1","","1","","","1","1","1"
"490311095049","5645524","","2","4","13960","","","","","","","","","","","","","0","","","","-132","234.75","","","1","","","7","4","","","","","8","3","0"
"490508045547","623237","","","","","","","500","","","","","","","","","","0","","","","","","","","1","","","1","2","","1","","","2","1","0"
"490721085265","2990091","","1","1","150000","","","48000","","","","","","","","-2263.25","","0","","","","-2197.5","152297","","","1","","1","1","2","1","1","1","","2","2","2"
"491007085967","3008151","","","","","","","67500","","","","","","","","-2311.588235","","0","","","","-2394.8","","","","1","","1","2","2","1","1","1","","3","1","0"
"491229085145","648799","","","","","","3","1663200","1177","","","1","0","","22801.5","","","1","3","2","CHRGCARD","-24444","6123.5","0.048383284","","2","","","1","4","","3","","","3","4","1"
"500203025269","17175176","","","","","","","288000","","","","","","","","","","0","","","","-1480","2015","","","1","","","","1","","1","","","1","1","2"
"500313105817","657073","","","","","","","","","","1","","","","","-932.2307692","","0","","","","-1544.333333","119","","","","","1","1","1","1","","1","","1","1","1"
"500512025123","478727","","","","","","","216000","","","","","","","","-45","","0","","","","-1934.8","","","","2","","","1","2","","2","1","","3","2","1"
"500624025005","3722508","","","","","","","38400","","","","1918994","215798","","","","","9","1","1","HSLNFNCE","-561","765.6666667","0.042077821","","2","","","1","3","","2","","","2","3","1"
"500908015300","676241","","1","1","40000","4005","","1440000","1142.333333","","","","477","","477","-3255","","0","2","1","CRDTCARD","-19305.33333","25883.5","0.000262918","","3","","","2","5","1","3","1","","6","3","0"
"500910105065","676566","","3","15","7500000","","","18000000","79371.75","","1","","50075","","90578.66667","-78099.2","","0","1","1","CRDTCARD","-1094672.75","232456","0.00561765","","2","","6","11","13","7","2","10","","12","10","16"
"500910105065","676566","","3","15","7500000","","","18000000","79371.75","","1","","50075","","90578.66667","-78099.2","","0","1","1","CRDTCARD","-1094672.75","232456","0.00561765","","2","","6","11","13","7","2","10","","12","10","16"
"510207125127","2684696","","","","","3672","","1376000","8407","","","1742","2645","","2645","-1742","","1","3","1","CRDTCARD","-1354","221","0.005847281","","1","","1","1","3","1","2","1","","4","3","1"
"510214105028","694085","","2","2","4320","","","648000","","","","587218","30464","31762","","-1800.478261","","15","2","1","PCPASCAR","-4318.5","3129","0.043138632","","4","","3","6","10","3","4","3","","10","9","1"
"510309125021","696608","","","","","","","2193600","15823.66667","","","","","","","","","0","2","","","-47896","15144.25","","","3","","","1","4","","3","","","4","4","2"
"510520045019","3155916","","1","1","5750","","","","","","1","","","","","-628.7333333","","0","","","","-1820.25","83","","","","","1","2","2","1","","1","","2","2","1"
"510606035081","73346","","","7","","","","4874500","3826.833333","","","","10412","","11480.5","-1183.913043","","0","3","1","CRDTCARD","-13338.33333","8656.5","0.017764137","","8","","1","1","7","1","6","1","","9","5","5"
"510803045107","714661","","1","6","150000","0","","701000","5000.214286","","","1929647","1588","","2727","-3853","","10","4","2","HSLNFNCE","-2131.666667","76340","0.024270615","","2","","1","6","7","1","3","1","","10","5","1"
"511006025116","722951","","1","2","6660","","","","","","","","","","","","","0","","","","-6732","64","","","","","","3","1","","","","","3","1","0"
"511121135433","5769271","","","","","","","","","","","807170","","","","-1223.9375","","11","1","","","-1730.6","","","","1","","1","2","2","1","","1","","2","2","2"
"511224025245","2816678","","","","","66552","","348000","","1","","","","","","","","0","","","","-363.3333333","32","","2","","1","","","1","","1","","1","1","1","1"
"520106085313","735078","","","","","","","2040000","","","","","","","","","","0","","","","-5952.5","2384","","","5","","","1","6","","5","","","6","6","0"
"520403715051","2907279","","","","","","","2184000","","","","","","","","","","0","","","","-4262","2469.333333","","","3","","","","3","","3","","","3","3","0"
"520409105852","747402","","","","","","","360000","8488","","","","8488","","8488","","","0","1","","","-1186.5","1299.666667","","","3","","","2","5","","3","","","4","5","2"
"520409105852","747402","","","","","","","360000","8488","","","","8488","","8488","","","0","1","","","-1186.5","1299.666667","","","3","","","2","5","","3","","","4","5","2"
"520702105851","3178055","","","","","","","30000","0","","","","0","","0","","","0","","","","","","","","2","","","","1","","1","","","","","0"
"520717085531","3171853","","","","","","1","60000","0","","","","0","","0","","","0","","","CRDTCARD","","","","","2","","","","1","","1","","","","1","0"
"520829055361","11074101","","","","","","","","","","","","","","","","","0","","","","","","","","","","","1","1","","","","","1","1","0"
"520916105881","3737774","","","","","","","","","","","356041","19160","","","-1887","","12","3","","","-1902.2","","","","","","3","5","5","3","","3","","4","5","2"
"521104105581","3181353","","","","","","","1913000","1583.333333","","","","1253","","1583.333333","","","0","1","1","CRDTCARD","-1304","1448","0.033765507","","4","","","","4","","4","","","4","3","0"
"521119085237","3185968","","","","","","","16000","","","","","","","","","","0","","","","","","","","1","","","","1","","1","","","","1","1"
"521207065383","113132","","","","","","","660000","","","","","","","","-4072","","0","","","","-4177","","","","2","","3","3","5","3","2","3","","5","5","0"
"521207065383","113132","","","","","","","660000","","","","","","","","-4072","","0","","","","-4177","","","","2","","3","3","5","3","2","3","","5","5","0"
"521228045285","3182251","","","","","","","492000","","","","","","","","","","0","","","","-973.5","626.3333333","","","2","","","","2","","2","","","2","2","1"
"530112075364","20775706","","","","","","","","","","","305039","14542","19081","","-998.2307692","","15","1","1","PCPASCAR","-1142","29","0.095667579","","","","1","1","1","1","","1","","1","1","0"
"530303125264","2683104","","","","","","","192000","","","","155074","","","","","","2","1","","","-585.5","490","","","1","","1","2","3","1","1","1","","2","3","1"
"530309015701","3186912","","","","","","","278400","70","","","","","","","","","0","1","","","-139.75","102","","","1","","","","1","","1","","","1","1","2"
"530425075509","3190222","","","","","","","216000","","","","","","","","","","0","","","","-472","557","","","1","","","","1","","1","","","1","1","2"
"530531055499","806332","","1","2","","82241","","732000","","","","64860","","","","-1470.35","","9","1","","","-3568.6","","","","3","","1","3","6","1","4","2","","7","6","1"
"530611085305","2909889","","2","7","22390","","","72000","","","","","","","","-1897.235294","","0","","","","-15516.66667","16725.5","","","1","","1","10","7","1","1","1","","9","7","2"
"530712105707","7608","","","","","","","1446000","19146","","","7","38206","","38206","-1513","","2","3","","","-2737.2","","","","2","","","5","6","1","2","1","","7","6","1"
"530818135437","244986","","","","","","","798000","","","","","","","","-1812.363636","","0","","","","-2496.2","","","","2","","3","4","6","3","2","3","","4","6","3"
"530828075239","19990","","","","","","","900000","","","","","","","","","","0","","","","-842","443.25","","","3","","","1","3","","3","","","4","3","2"
"530906125327","821038","","4","21","50000","1252066","","9000000","","","","6213","","","","-1605.470588","","1","1","","","-6496","30159","","","4","","1","10","16","1","7","1","","15","15","3"
"530923105192","823567","","","","","402301","","3519600","","","","","","","","","","0","","","","-5542.75","12762","","","4","1","","1","6","","5","","1","6","6","1"
"531004065198","7710","","","","","1000874","1","4290192","46958.22222","","2","372413","19795","","29874.33333","-1670.142857","","19","6","4","CRDTCARD","-4863.25","204","0.011289285","","4","2","1","4","10","1","6","1","2","10","10","3"
"531108105625","3210553","","","","","","","480000","3450.5","","","","","","","","","0","1","","","-354","","","","3","","","","3","","3","","","3","3","0"
"531119016046","21818804","","","1","","","","","","","","","","","","","","0","","","","-1261","114","","","","","","4","3","","","","","4","1","2"
"531129065175","3215927","","","","","367808","","1710000","","","","","","","","-2443.705882","","0","","","","-4521","3035","","","2","","2","2","4","2","2","2","","3","3","1"
"531219065179","2915132","","3","13","15000","","","403800","","","","","","","","","","0","","","","-899.3333333","1194","","","3","","","","3","","3","","","3","3","13"
"540103085228","520522","","","","","","","1068000","","","","","","","","","","0","","","","-836.5","753.3333333","","","3","","","","3","","3","","","3","3","1"
"540215125474","16478588","","","","","","","204000","","","","","","","","","","0","","","","-248.6666667","323.5","","","2","","","","2","","2","","","2","2","1"
"540219105331","3217880","","","","","","","1131600","","","","","","","","","","0","","","","-361.5","894.3333333","","","2","","","","2","","2","","","2","2","2"
"540225025135","3777098","","","","","","","","","","","448956","","","","","","1","1","","","-1882.8","","","","","","","2","2","","","","","2","2","1"
